,etablissement,filiere_agregee,zone,statut_simplifie,region
10124,Lycée Jean Perrin,BTS,Province,Public,Hauts-de-France
10125,Lycée Jean Rostand,BTS,Province,Public,Hauts-de-France
10126,Lycée Gaston Berger,CPGE,Province,Public,Hauts-de-France
10127,CPI Lille (ENSC Lille),Ecole d'Ingénieur,Province,Public,Hauts-de-France
10128,Lycée Saint-Jacques,BTS,Province,Privé,Hauts-de-France
10129,Université Polytechnique Hauts-de-France,Licence,Province,Public,Hauts-de-France
10130,Université Polytechnique Hauts-de-France,Licence,Province,Public,Hauts-de-France
10131,Université Jean Moulin Lyon 3,Licence,Province,Public,Auvergne-Rhône-Alpes
10132,Université Jean Moulin Lyon 3,Licence,Province,Public,Auvergne-Rhône-Alpes
10133,Université Jean Moulin Lyon 3,Licence,Province,Public,Auvergne-Rhône-Alpes
10134,Lycée La Martiniere Monplaisir,BTS,Province,Public,Auvergne-Rhône-Alpes
10135,Lycée Robert Doisneau,BTS,Province,Public,Auvergne-Rhône-Alpes
10136,Ecole Normale Supérieure de Lyon,Autre formation,Province,Public,Auvergne-Rhône-Alpes
10137,Lycée Mathias,BTS,Province,Public,Bourgogne-Franche-Comté
10138,Lycée agricole La Germiniere,BTS,Province,Public,Pays de la Loire
10139,Lycée Polyvalent Gabriel Touchard - Washington,CPGE,Province,Public,Pays de la Loire
10140,I.U.T. Le Mans,DUT,Province,Public,Pays de la Loire
10141,Université du Mans,Licence,Province,Public,Pays de la Loire
10142,Lycée Marlioz,BTS,Province,Public,Auvergne-Rhône-Alpes
10143,Lycée Vaugelas,CPGE,Province,Public,Auvergne-Rhône-Alpes
10144,Université Savoie Mont Blanc - Chambéry,Licence,Province,Public,Auvergne-Rhône-Alpes
10145,Université Savoie Mont Blanc - Bourget-du-Lac,Licence,Province,Public,Auvergne-Rhône-Alpes
10146,IUT de CHAMBERY,DUT,Province,Public,Auvergne-Rhône-Alpes
10147,IUT de CHAMBERY,DUT,Province,Public,Auvergne-Rhône-Alpes
10148,Centre de Formation aux Métiers de la Montagne (CFMM) de Tronchine à Thônes,BTS,Province,Privé,Auvergne-Rhône-Alpes
10149,Lycée Henri IV,CPGE,Ile-de-France,Public,Ile-de-France
10150,Lycée Lavoisier,CPGE,Ile-de-France,Public,Ile-de-France
10151,Lycée Fénelon,CPGE,Ile-de-France,Public,Ile-de-France
10152,Lycée Chaptal,CPGE,Ile-de-France,Public,Ile-de-France
10153,Lycée Lamartine,CPGE,Ile-de-France,Public,Ile-de-France
10154,Lycée Batiment-Saint-Lambert,BTS,Ile-de-France,Public,Ile-de-France
10155,Lycée Claude Bernard,CPGE,Ile-de-France,Public,Ile-de-France
10156,Université Paris 1 Panthéon Sorbonne,Licence,Ile-de-France,Public,Ile-de-France
10157,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
10158,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
10159,Lycée Jean Lurcat,BTS,Ile-de-France,Public,Ile-de-France
10160,INALCO,Licence,Ile-de-France,Public,Ile-de-France
10161,INALCO,Licence,Ile-de-France,Public,Ile-de-France
10162,Lycée Albert de Mun,BTS,Ile-de-France,Privé,Ile-de-France
10163,Lycée Le Rebours,CPGE,Ile-de-France,Privé,Ile-de-France
10164,Lycée Marcel Sembat,CPGE,Province,Public,Normandie
10165,I.U.T du Havre,DUT,Province,Public,Normandie
10166,Lycée Val De Seine,BTS,Province,Public,Normandie
10167,Lycée professionnel Lavoisier,BTS,Province,Public,Normandie
10168,Lycée Le Corbusier,BTS,Province,Public,Normandie
10169,Lycée Pierre de Coubertin,CPGE,Ile-de-France,Public,Ile-de-France
10170,Lycée André Malraux,BTS,Ile-de-France,Public,Ile-de-France
10171,Lycée Jehan De Chelles,BTS,Ile-de-France,Public,Ile-de-France
10172,Lycée Le Corbusier,BTS,Ile-de-France,Public,Ile-de-France
10173,Lycée Louis Bascan,BTS,Ile-de-France,Public,Ile-de-France
10174,Lycée Paul Guerin,BTS,Province,Public,Nouvelle-Aquitaine
10175,Lycée Louis Thuillier,CPGE,Province,Public,Hauts-de-France
10176,Lycée des Métiers Édouard Gand,BTS,Province,Public,Hauts-de-France
10177,IUT d'Amiens,DUT,Province,Public,Hauts-de-France
10178,Université d'Amiens,Licence,Province,Public,Hauts-de-France
10179,Lycée Saint Remi,BTS,Province,Privé,Hauts-de-France
10180,I.U.T. Poitiers (site Chatellerault),DUT,Province,Public,Nouvelle-Aquitaine
10181,Lycée Suzanne Valadon,BTS,Province,Public,Nouvelle-Aquitaine
10182,Université de Lorraine - Faculté Droit Sciences économiques Gestion - Site d'Epinal,Licence,Province,Public,Grand Est
10183,Lycée Joseph Fourier,BTS,Province,Public,Bourgogne-Franche-Comté
10184,Lycée Blaise Pascal,CPGE,Ile-de-France,Public,Ile-de-France
10185,Lycée du Parc des Loges,BTS,Ile-de-France,Public,Ile-de-France
10186,Lycée Alexandre Dumas,CPGE,Ile-de-France,Public,Ile-de-France
10187,Lycée Sainte-Marie de Neuilly,CPGE,Ile-de-France,Privé,Ile-de-France
10188,Université Paris Nanterre,Licence,Ile-de-France,Public,Ile-de-France
10189,Lycée Voillaume,BTS,Ile-de-France,Public,Ile-de-France
10190,Université Paris 13,Licence,Ile-de-France,Public,Ile-de-France
10191,I.U.T. de Bobigny - Université Paris 13,DUT,Ile-de-France,Public,Ile-de-France
10192,Lycée polyvalent de Cachan,BTS,Ile-de-France,Public,Ile-de-France
10193,Lycée Francois Mansart,BTS,Ile-de-France,Public,Ile-de-France
10194,Lycée Gregor Mendel,BTS,Ile-de-France,Privé,Ile-de-France
10195,Lycée Alfred Kastler,CPGE,Ile-de-France,Public,Ile-de-France
10196,Lycée Alfred Kastler,CPGE,Ile-de-France,Public,Ile-de-France
10197,Lycée Charles Coeffin,BTS,Outre-mer / Etranger,Public,Guadeloupe
10198,I.U.T de la Guadeloupe - Campus de St-Claude,DUT,Outre-mer / Etranger,Public,Guadeloupe
10199,Lycée Nord Grande Terre,BTS,Outre-mer / Etranger,Public,Guadeloupe
10200,Lycée agricole Croix Rivail,BTS,Outre-mer / Etranger,Public,Martinique
10201,Lycée Joseph Pernock,BTS,Outre-mer / Etranger,Public,Martinique
10202,I.U.T de la Martinique,DUT,Outre-mer / Etranger,Public,Martinique
10203,Lycée Félix EBOUE,BTS,Outre-mer / Etranger,Public,Guyane
10204,Lycée Antoine de Saint Exupéry,BTS,Outre-mer / Etranger,Public,La Réunion
10205,Lycée Antoine Roussin,BTS,Outre-mer / Etranger,Public,La Réunion
10206,Institut Social de Lille - Institut Catholique de Lille,Licence,Province,Privé,Hauts-de-France
10207,Lycée Carrel,BTS,Province,Privé,Auvergne-Rhône-Alpes
10208,Faculté de Droit campus Issy-les-Moulineaux - Institut Catholique de Lille,Licence,Ile-de-France,Privé,Ile-de-France
10209,LYCEE TECHNOLOGIQUE PRIVE ROBERT SCHUMAN,BTS,Ile-de-France,Privé,Ile-de-France
10210,Lycée Edmond Labbe,BTS,Province,Public,Hauts-de-France
10211,ESME Sudria Lyon,Ecole d'Ingénieur,Province,Privé,Auvergne-Rhône-Alpes
10212,INSTITUT FORM. ERGOTHERAPIE,Autre formation,Province,Public,Occitanie
10213,IUT Bordeaux Montaigne,DUT,Province,Public,Nouvelle-Aquitaine
10214,Lycée Joffre,CPGE,Province,Public,Occitanie
10215,Lycée Jean Mermoz,BTS,Province,Public,Occitanie
10216,Lycée Jean Mermoz,BTS,Province,Public,Occitanie
10217,Université de Montpellier,Licence,Province,Public,Occitanie
10218,Université de Rennes 1,Licence,Province,Public,Bretagne
10219,Lycée Francois Rabelais,BTS,Province,Public,Centre-Val de Loire
10220,Lycée agricole de TOURS FONDETTES,BTS,Province,Public,Centre-Val de Loire
10221,Lycée de Borda,BTS,Province,Public,Nouvelle-Aquitaine
10222,Lycée Claude Lebois,BTS,Province,Public,Auvergne-Rhône-Alpes
10223,"Universite Jean Monnet, Saint-Etienne",Licence,Province,Public,Auvergne-Rhône-Alpes
10224,ISVT,BTS,Province,Privé,Auvergne-Rhône-Alpes
10225,I.U.T. Nantes,DUT,Province,Public,Pays de la Loire
10226,Lycée polyvalent Notre-Dame,BTS,Province,Privé,Occitanie
10227,LGT Sainte-Marie,BTS,Province,Privé,Pays de la Loire
10228,Lycée Jacques Marquette,BTS,Province,Public,Grand Est
10229,Université de Lorraine - Site de Nancy,Licence,Province,Public,Grand Est
10230,Lycée Charles De Foucauld,BTS,Province,Privé,Grand Est
10231,Lycée agricole Le Gros Chêne,BTS,Province,Public,Bretagne
10232,Lycée Jeanne d'Arc-St Ivy,BTS,Province,Privé,Bretagne
10233,Lycée Robert Schuman,BTS,Province,Public,Grand Est
10234,I.U.T de Metz - Université de Lorraine,DUT,Province,Public,Grand Est
10235,Lycée Leonard de Vinci,BTS,Province,Public,Pays de la Loire
10236,I.U.T de Saint Dié - Université de Lorraine,DUT,Province,Public,Grand Est
10237,Lycée agricole Auxerre-La-Brosse,BTS,Province,Public,Bourgogne-Franche-Comté
10238,Maison Familiale et Rurale du Sénonais,BTS,Province,Privé,Bourgogne-Franche-Comté
10239,Lycée Clement Ader,BTS,Ile-de-France,Public,Ile-de-France
10240,Lycée Parc de Vilgenis,BTS,Ile-de-France,Public,Ile-de-France
10241,Lycée Parc de Vilgenis,BTS,Ile-de-France,Public,Ile-de-France
10242,Lycée polyvalent Nikola Tesla,BTS,Ile-de-France,Public,Ile-de-France
10243,Lycée Joliot-Curie,BTS,Ile-de-France,Public,Ile-de-France
10244,Lycée Lakanal,CPGE,Ile-de-France,Public,Ile-de-France
10245,Lycée Marie Curie,CPGE,Ile-de-France,Public,Ile-de-France
10246,Lycée Michelet,CPGE,Ile-de-France,Public,Ile-de-France
10247,Lycée Jean-Pierre Vernant,CPGE,Ile-de-France,Public,Ile-de-France
10248,Lycée Sainte Marie,CPGE,Ile-de-France,Privé,Ile-de-France
10249,Lycée ORT DANIEL MAYER,BTS,Ile-de-France,Privé,Ile-de-France
10250,Lycée Jean-Baptiste de La Salle,BTS,Ile-de-France,Privé,Ile-de-France
10251,Université Paris 8,Licence,Ile-de-France,Public,Ile-de-France
10252,Lycée Leonard De Vinci,BTS,Ile-de-France,Public,Ile-de-France
10253,I.U.T. de Montreuil,DUT,Ile-de-France,Public,Ile-de-France
10254,I.U.T. de Montreuil,DUT,Ile-de-France,Public,Ile-de-France
10255,Lycée Marcelin Berthelot,CPGE,Ile-de-France,Public,Ile-de-France
10256,Lycée Maximilien Perret (Batiment),BTS,Ile-de-France,Public,Ile-de-France
10257,Lycée polyvalent de Cachan,BTS,Ile-de-France,Public,Ile-de-France
10258,Lycée polyvalent de Cachan,BTS,Ile-de-France,Public,Ile-de-France
10259,Lycée Gregor Mendel,BTS,Ile-de-France,Privé,Ile-de-France
10260,Lycée Christophe Colomb,BTS,Ile-de-France,Public,Ile-de-France
10261,Lycée Jean-Jacques Rousseau,BTS,Ile-de-France,Public,Ile-de-France
10262,Lycée Jean Perrin,CPGE,Ile-de-France,Public,Ile-de-France
10263,Lycée De L'Hautil,BTS,Ile-de-France,Public,Ile-de-France
10264,Lycée agricole Sartene,BTS,Province,Public,Corse
10265,I.U.T de Corte,DUT,Province,Public,Corse
10266,Lycée Paul Vincensini,BTS,Province,Public,Corse
10267,LGT Gerville Reache,BTS,Outre-mer / Etranger,Public,Guadeloupe
10268,Lycée Faustin Fleret,BTS,Outre-mer / Etranger,Public,Guadeloupe
10269,Lycée Acajou 2,BTS,Outre-mer / Etranger,Public,Martinique
10270,Université des Antilles - Pôle Martinique,Licence,Outre-mer / Etranger,Public,Martinique
10271,Lycée Bellepierre,BTS,Outre-mer / Etranger,Public,La Réunion
10272,Lycée de Vincendo,BTS,Outre-mer / Etranger,Public,La Réunion
10273,IFSI Mary Thieullent CH Le Havre,IFSI,Province,Public,Normandie
10274,IFSI CH de Chateaudun,IFSI,Province,Public,Centre-Val de Loire
10275,IFSI du CHU de TOURS,IFSI,Province,Public,Centre-Val de Loire
10276,IFSI Pitié Salpetrière (AP-HP),IFSI,Ile-de-France,Public,Ile-de-France
10277,IFSI Croix Rouge Française Paris,IFSI,Ile-de-France,Privé,Ile-de-France
10278,IFSI du CH de Rambouillet,IFSI,Ile-de-France,Public,Ile-de-France
10279,Lycée professionnel maritime,Autre formation,Province,Public,Bretagne
10280,IFSI Vannes,IFSI,Province,Public,Bretagne
10281,IFSI CH Centre Bretagne Pontivy,IFSI,Province,Public,Bretagne
10282,Université de Nantes,Licence,Province,Public,Pays de la Loire
10283,Université de Toulon,Licence,Province,Public,Provence Alpes Côte d'Azur
10284,Institut Catholique de Lyon,Licence,Province,Privé,Auvergne-Rhône-Alpes
10285,Lycée Notre Dame De La Paix,BTS,Province,Privé,Bretagne
10286,ITSRA,EFTS,Province,Privé,Auvergne-Rhône-Alpes
10287,Ecole d'horticulture et de paysage,BTS,Province,Privé,Grand Est
10288,IFSI CH Robert Ballanger,IFSI,Ile-de-France,Public,Ile-de-France
10289,Sorbonne Université - Médecine,Autre formation,Ile-de-France,Public,Ile-de-France
10290,IFSI Croix Rouge Française Metz,IFSI,Province,Privé,Grand Est
10291,IFSI CHR Thionville,IFSI,Province,Public,Grand Est
10292,Université Claude Bernard Lyon 1,PASS,Province,Public,Auvergne-Rhône-Alpes
10294,Sorbonne Université - Sciences et Ingénierie,Licence_Las,Ile-de-France,Public,Ile-de-France
10295,Aix Marseille Université - Site d'Aix-en-Provence,Licence_Las,Province,Public,Provence Alpes Côte d'Azur
10296,Université Paris 13 - Antenne de Bobigny,PASS,Ile-de-France,Public,Ile-de-France
10297,"Université Paris-Saclay, Campus d'Orsay",Licence,Ile-de-France,Public,Ile-de-France
10298,Lycée Sainte-Croix Saint-Euverte,BTS,Province,Privé,Centre-Val de Loire
10299,Université Savoie Mont Blanc - Bourget-du-Lac,Licence_Las,Province,Public,Auvergne-Rhône-Alpes
10300,Lycée Paul Langevin,BTS,Province,Public,Provence Alpes Côte d'Azur
10301,Lycée NEOSUP Ecole Maso,Autre formation,Province,Privé,Occitanie
10306,Polytech Orléans,Ecole d'Ingénieur,Province,Public,Centre-Val de Loire
10307,IPSA Paris,Ecole d'Ingénieur,Ile-de-France,Privé,Ile-de-France
10308,Lycée Joseph-Marie Carriat,BTS,Province,Public,Auvergne-Rhône-Alpes
10309,Lycée Pierre Méchain,BTS,Province,Public,Hauts-de-France
10310,Lycée professionnel des métiers du bois et de l'habitat,BTS,Province,Public,Occitanie
10311,Lycée Jean Rostand,BTS,Province,Public,Normandie
10312,ENILV - Georges Pompidou,BTS,Province,Public,Auvergne-Rhône-Alpes
10313,Lycée Image et Son,BTS,Province,Public,Nouvelle-Aquitaine
10314,Lycée La Pérouse - Kerichen,CPGE,Province,Public,Bretagne
10315,Lycée Jules Lesven,BTS,Province,Public,Bretagne
10316,Lycée agricole de Brehoulou,BTS,Province,Public,Bretagne
10317,Lycée de La CCI,BTS,Province,Privé,Occitanie
10318,Université de Nîmes,Licence,Province,Public,Occitanie
10319,Université Toulouse 1 Capitole,Licence,Province,Public,Occitanie
10320,Lycée Henri Matisse,BTS,Province,Public,Occitanie
10321,Lycée Ste Famille - Saintonge,BTS,Province,Privé,Nouvelle-Aquitaine
10322,Université de Rennes 2,Licence,Province,Public,Bretagne
10323,IUT 1 GRENOBLE - ENEPS,DUT,Province,Public,Auvergne-Rhône-Alpes
10324,I.U.T. 2 de Grenoble,DUT,Province,Public,Auvergne-Rhône-Alpes
10325,I.U.T. 2 de Grenoble,DUT,Province,Public,Auvergne-Rhône-Alpes
10326,Lycée Blaise Pascal,BTS,Province,Public,Grand Est
10327,Lycée Dupleix,BTS,Province,Public,Hauts-de-France
10328,"Institut Catholique de Lille-Faculté de Gestion, Economie et Sciences",Autre formation,Province,Privé,Hauts-de-France
10329,Aix Marseille Université - Site d'Aix-en-Provence,Autre formation,Province,Public,Provence Alpes Côte d'Azur
10330,Lycée professionnel Leonard De Vinci,Autre formation,Ile-de-France,Public,Ile-de-France
10331,Lycée professionnel Chenneviere Malezieux,Autre formation,Ile-de-France,Public,Ile-de-France
10332,Institut Catholique de Rennes,Licence,Province,Privé,Bretagne
10333,Université de Lorraine - Site de Nancy,Licence,Province,Public,Grand Est
10334,UCO - LA REUNION,Licence,Outre-mer / Etranger,Privé,La Réunion
10335,Université de Franche-Comté - Site de Besançon,Autre formation,Province,Public,Bourgogne-Franche-Comté
10336,Lycée professionnel Bertène Juminer,BTS,Outre-mer / Etranger,Public,Guadeloupe
10337,Université de Strasbourg,Licence,Province,Public,Grand Est
10338,Lycée professionnel Eugene Guillaume,Autre formation,Province,Public,Bourgogne-Franche-Comté
10339,Lycée Tristan Corbiere,BTS,Province,Public,Bretagne
10340,Lycée Gustave Eiffel,Autre formation,Province,Public,Bourgogne-Franche-Comté
10341,Université Paris-Est Marne-la-Vallée devient Université Gustave Eiffel,Licence,Ile-de-France,Public,Ile-de-France
10342,I.U.T de Rodez,DUT,Province,Public,Occitanie
10343,Université Lumière-Lyon 2,Autre formation,Province,Public,Auvergne-Rhône-Alpes
10344,Université Paris Nanterre,Licence,Ile-de-France,Public,Ile-de-France
10345,Université de Rouen Normandie - Campus Madrillet Saint-Etienne-du-Rouvray,Licence,Province,Public,Normandie
10346,Université de Cergy-Pontoise - CY SUP,Autre formation,Ile-de-France,Public,Ile-de-France
10347,Lycée polyvalent Leopold Elfort,BTS,Outre-mer / Etranger,Public,Guyane
10348,Lycée Jean Jaurès,BTS,Province,Public,Occitanie
10349,Lycée Saint-Charles,BTS,Province,Privé,Bourgogne-Franche-Comté
10350,Lycée Georges Colomb,BTS,Province,Public,Bourgogne-Franche-Comté
10351,Université Toulouse 3 Paul Sabatier,Autre formation,Province,Public,Occitanie
10352,Institut national des formations notariales - Bordeaux,BTS,Province,Privé,Nouvelle-Aquitaine
10353,Université de Franche-Comté - Site de Montbéliard,Licence,Province,Public,Bourgogne-Franche-Comté
10354,Lycée professionnel Claude Chappe,BTS,Province,Public,Pays de la Loire
10355,L.P.A. La Cazotte,BTS,Province,Public,Occitanie
10356,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
10357,Facultés libres de l'ouest UCO - Angers,Licence,Province,Privé,Pays de la Loire
10358,Lycée Ferdinand Foch,CPGE,Province,Public,Occitanie
10359,Université Toulouse 2 Jean Jaurès,Licence,Province,Public,Occitanie
10360,Université Toulouse 2 Jean Jaurès,Licence,Province,Public,Occitanie
10361,Université de Bordeaux - Bordeaux Métropole,Autre formation,Province,Public,Nouvelle-Aquitaine
10362,Université Lumière-Lyon 2,Licence,Province,Public,Auvergne-Rhône-Alpes
10363,Université Bordeaux Montaigne,Licence,Province,Public,Nouvelle-Aquitaine
10364,Université Toulouse 3 Paul Sabatier,Licence,Province,Public,Occitanie
10365,Université Savoie Mont Blanc - Bourget-du-Lac,Autre formation,Province,Public,Auvergne-Rhône-Alpes
10366,Lycée Marcel Sembat,BTS,Province,Public,Auvergne-Rhône-Alpes
10367,Université de Paris,Licence,Ile-de-France,Public,Ile-de-France
10368,Lycée professionnel Nicolas Louis Vauquelin,BTS,Ile-de-France,Public,Ile-de-France
10369,Lycée du Gresivaudan (LGM),BTS,Province,Public,Auvergne-Rhône-Alpes
10370,Université de Bordeaux - Bordeaux Métropole,Licence,Province,Public,Nouvelle-Aquitaine
10371,Université de Lille,Licence,Province,Public,Hauts-de-France
10372,"Lycée des métiers de l'hôtellerie, de la gastronomie et des services en Périgord Jean Capelle",BTS,Province,Public,Nouvelle-Aquitaine
10373,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
10374,Université des Antilles - Pôle Martinique,Licence,Outre-mer / Etranger,Public,Martinique
10375,Université de Bourgogne - site de Dijon,Licence,Province,Public,Bourgogne-Franche-Comté
