,statut_etab,etablissement,region,selectivite,filiere_agregee,capacite,ran_grp1,acc_tot,pct_bours,pct_f,pct_brs,pct_ab,pct_b,pct_tb,selectivite_bin,statut_simplifie,zone,capacite_log,ran_grp1_log,taux_remplissage,taux_remplissage_clipped
0,Public,IFSI Séraphine de Senlis - CH Les Murets,Ile-de-France,formation selective,IFSI,72.0,1940.0,72,36.0,86.11,12.5,15.277777777777779,8.333333333333334,0.0,1,Public,Ile-de-France,4.290459441148391,7.57095858316901,1.0,1.0
2,Public,Université Clermont Auvergne - Antenne de Vichy - UFR STAPS,Auvergne-Rhône-Alpes,formation non selec,Licence,45.0,90.0,45,6.67,51.11,6.666666666666667,20.0,55.55555555555556,24.444444444444443,0,Public,Province,3.828641396489095,4.51085950651685,1.0,1.0
3,Public,Ecole régionale d'assistants du service social,Occitanie,formation selective,EFTS,38.0,91.0,38,45.45,100.0,26.31578947368421,28.94736842105263,15.789473684210526,5.2631578947368425,1,Public,Province,3.6635616461296463,4.5217885770490405,1.0,1.0
4,Privé sous contrat d'association,EFPP,Ile-de-France,formation selective,EFTS,39.0,124.0,43,0.0,100.0,0.0,20.930232558139537,9.30232558139535,0.0,1,Privé,Ile-de-France,3.6888794541139363,4.8283137373023015,1.1025641025641026,1.1025641025641026
5,Public,Université de Nantes,Pays de la Loire,formation non selec,Licence,60.0,1933.0,53,20.59,15.09,13.20754716981132,20.754716981132077,5.660377358490566,0.0,0,Public,Province,4.110873864173311,7.56734567601324,0.8833333333333333,0.8833333333333333
6,Public,Université Sorbonne Nouvelle Paris 3,Ile-de-France,formation non selec,Licence,20.0,115.0,18,0.0,55.56,0.0,11.11111111111111,5.555555555555555,11.11111111111111,0,Public,Ile-de-France,3.044522437723423,4.7535901911063645,0.9,0.9
7,Public,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Ile-de-France,formation non selec,Licence,15.0,36.0,14,25.0,50.0,7.142857142857143,0.0,7.142857142857143,7.142857142857143,0,Public,Ile-de-France,2.772588722239781,3.6109179126442243,0.9333333333333333,0.9333333333333333
8,Public,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Ile-de-France,formation non selec,Licence,175.0,428.0,170,38.89,57.06,20.58823529411765,10.588235294117647,1.7647058823529411,0.0,0,Public,Ile-de-France,5.170483995038151,6.061456918928017,0.9714285714285714,0.9714285714285714
9,Public,Lycée professionnel des Coteaux,Provence Alpes Côte d'Azur,formation selective,Autre formation,15.0,68.0,15,16.67,86.67,13.333333333333334,13.333333333333334,60.0,6.666666666666667,1,Public,Province,2.772588722239781,4.23410650459726,1.0,1.0
10,Public,Lycée professionnel Les Grippeaux,Nouvelle-Aquitaine,formation selective,Autre formation,12.0,38.0,10,14.29,0.0,10.0,20.0,10.0,0.0,1,Public,Province,2.5649493574615367,3.6635616461296463,0.8333333333333334,0.8333333333333334
11,Public,Lycée Sévigné,Hauts-de-France,formation selective,Autre formation,15.0,66.0,12,16.67,83.33,16.666666666666668,8.333333333333334,25.0,66.66666666666667,1,Public,Province,2.772588722239781,4.204692619390966,0.8,0.8
12,Privé sous contrat d'association,INSTITUT ENSEIGNEMENT SUPERIEUR TRAVAIL SOCIAL - IESTS,Provence Alpes Côte d'Azur,formation selective,EFTS,29.0,42.0,29,14.29,96.55,3.4482758620689653,10.344827586206897,3.4482758620689653,3.4482758620689653,1,Privé,Province,3.4011973816621555,3.7612001156935624,1.0,1.0
13,Privé sous contrat d'association,ERTS,Centre-Val de Loire,formation selective,EFTS,15.0,21.0,16,25.0,68.75,12.5,6.25,0.0,6.25,1,Privé,Province,2.772588722239781,3.091042453358316,1.0666666666666667,1.0666666666666667
14,Privé sous contrat d'association,I.M.F. Avignon,Provence Alpes Côte d'Azur,formation selective,EFTS,19.0,28.0,21,75.0,80.95,14.285714285714286,4.761904761904762,9.523809523809524,4.761904761904762,1,Privé,Province,2.995732273553991,3.367295829986474,1.105263157894737,1.105263157894737
15,Privé enseignement supérieur,IFEN,Normandie,formation selective,EFTS,40.0,49.0,38,7.69,100.0,2.6315789473684212,7.894736842105263,18.42105263157895,7.894736842105263,1,Privé,Province,3.713572066704308,3.912023005428146,0.95,0.95
16,Public,Université de Rouen Normandie - Campus Mont-Saint-Aignan,Normandie,formation non selec,Licence,564.0,1853.0,561,29.5,85.38,20.142602495543674,24.777183600713013,15.151515151515152,4.09982174688057,0,Public,Province,6.336825731146441,7.5251007461258,0.9946808510638298,0.9946808510638298
17,Privé hors contrat,Institut Paul Bocuse,Auvergne-Rhône-Alpes,formation selective,Autre formation,120.0,141.0,100,6.41,36.0,5.0,24.0,23.0,9.0,1,Privé,Province,4.795790545596741,4.955827057601261,0.8333333333333334,0.8333333333333334
18,Privé enseignement supérieur,CRESPA -SCIENCES U,Auvergne-Rhône-Alpes,formation selective,BTS,50.0,21.0,18,0.0,5.56,0.0,16.666666666666668,16.666666666666668,0.0,1,Privé,Province,3.9318256327243257,3.091042453358316,0.36,0.36
19,Public,Université Grenoble Alpes,Auvergne-Rhône-Alpes,formation non selec,Licence,35.0,140.0,27,31.58,70.37,22.22222222222222,3.7037037037037037,18.51851851851852,14.814814814814815,0,Public,Province,3.58351893845611,4.948759890378168,0.7714285714285715,0.7714285714285715
20,Public,Université de Bretagne Sud - Site de Lorient,Bretagne,formation non selec,Licence_Las,36.0,474.0,22,11.11,31.82,4.545454545454546,18.181818181818183,0.0,0.0,0,Public,Province,3.6109179126442243,6.163314804034641,0.6111111111111112,0.6111111111111112
21,Public,Université des Antilles - Pôle Martinique,Martinique,formation non selec,PASS,50.0,764.0,52,31.91,71.15,28.846153846153847,17.307692307692307,30.76923076923077,26.923076923076923,0,Public,Outre-mer / Etranger,3.9318256327243257,6.639875833826536,1.04,1.04
22,Public,Université de Nantes,Pays de la Loire,formation non selec,Licence_Las,18.0,1064.0,18,6.25,72.22,5.555555555555555,5.555555555555555,77.77777777777777,5.555555555555555,0,Public,Province,2.9444389791664403,6.970730078143525,1.0,1.0
23,Public,Université de Bordeaux - Bordeaux Métropole,Nouvelle-Aquitaine,formation non selec,Licence_Las,45.0,2155.0,41,22.86,80.49,19.51219512195122,41.46341463414634,19.51219512195122,9.75609756097561,0,Public,Province,3.828641396489095,7.6760099320288875,0.9111111111111111,0.9111111111111111
24,Public,Université Paris 2 Panthéon - Assas,Ile-de-France,formation selective,Licence,18.0,94.0,17,0.0,82.35,0.0,0.0,0.0,82.3529411764706,1,Public,Ile-de-France,2.9444389791664403,4.553876891600541,0.9444444444444444,0.9444444444444444
25,Public,Université des Antilles - Pôle Guadeloupe,Guadeloupe,formation non selec,Licence_Las,20.0,516.0,19,60.0,63.16,47.36842105263158,47.36842105263158,5.2631578947368425,0.0,0,Public,Outre-mer / Etranger,3.044522437723423,6.248042874508429,0.95,0.95
26,Public,Université Paris Nanterre,Ile-de-France,formation selective,Licence,25.0,134.0,25,22.73,64.0,20.0,36.0,36.0,8.0,1,Public,Ile-de-France,3.258096538021482,4.90527477843843,1.0,1.0
27,Public,Université Paris Nanterre,Ile-de-France,formation selective,Licence,25.0,140.0,24,5.56,83.33,4.166666666666667,20.833333333333332,41.666666666666664,12.5,1,Public,Ile-de-France,3.258096538021482,4.948759890378168,0.96,0.96
28,Public,Université Toulouse 3 Paul Sabatier,Occitanie,formation non selec,Licence_Las,36.0,297.0,36,14.71,61.11,13.88888888888889,27.77777777777778,33.333333333333336,27.77777777777778,0,Public,Province,3.6109179126442243,5.697093486505405,1.0,1.0
29,Public,Université Clermont Auvergne,Auvergne-Rhône-Alpes,formation non selec,Licence,50.0,253.0,49,80.0,71.43,8.16326530612245,0.0,0.0,2.0408163265306123,0,Public,Province,3.9318256327243257,5.537334267018537,0.98,0.98
30,Public,Université de Caen Normandie,Normandie,formation non selec,Licence_Las,90.0,782.0,88,20.99,93.18,19.318181818181817,20.454545454545453,48.86363636363637,22.727272727272727,0,Public,Province,4.51085950651685,6.663132695990803,0.9777777777777777,0.9777777777777777
31,Public,Université de Franche-Comté - Site de Montbéliard,Bourgogne-Franche-Comté,formation selective,Autre formation,10.0,34.0,10,12.5,50.0,10.0,20.0,10.0,0.0,1,Public,Province,2.3978952727983707,3.5553480614894135,1.0,1.0
32,Public,Université de Nantes,Pays de la Loire,formation non selec,PASS,36.0,2243.0,35,20.0,40.0,20.0,37.142857142857146,42.857142857142854,11.428571428571429,0,Public,Province,3.6109179126442243,7.716015266642587,0.9722222222222222,0.9722222222222222
33,Public,Faculté de médecine,Grand Est,formation selective,Autre formation,35.0,142.0,35,0.0,94.29,0.0,0.0,5.714285714285714,22.857142857142858,1,Public,Province,3.58351893845611,4.962844630259907,1.0,1.0
34,Public,Université Paris 8,Ile-de-France,formation non selec,Licence,25.0,2.0,7,33.33,71.43,14.285714285714286,0.0,0.0,0.0,0,Public,Ile-de-France,3.258096538021482,1.0986122886681098,0.28,0.28
35,Public,Université Amiens UFR médecine,Hauts-de-France,formation selective,Autre formation,37.0,176.0,37,8.7,94.59,5.405405405405405,0.0,8.108108108108109,54.054054054054056,1,Public,Province,3.6375861597263857,5.176149732573829,1.0,1.0
36,Public,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Ile-de-France,formation non selec,Licence_Las,40.0,175.0,38,42.86,86.84,7.894736842105263,5.2631578947368425,7.894736842105263,2.6315789473684212,0,Public,Ile-de-France,3.713572066704308,5.170483995038151,0.95,0.95
37,Public,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Ile-de-France,formation non selec,Licence_Las,25.0,417.0,24,25.0,83.33,8.333333333333334,12.5,0.0,0.0,0,Public,Ile-de-France,3.258096538021482,6.035481432524756,0.96,0.96
38,Public,Université de la Réunion - Le Tampon,La Réunion,formation non selec,Licence_Las,50.0,2274.0,48,38.24,77.08,27.083333333333332,20.833333333333332,18.75,0.0,0,Public,Outre-mer / Etranger,3.9318256327243257,7.729735331385051,0.96,0.96
39,Public,Lycée professionnel Magnan,Provence Alpes Côte d'Azur,formation selective,Autre formation,12.0,38.0,7,33.33,28.57,28.571428571428573,28.571428571428573,14.285714285714286,0.0,1,Public,Province,2.5649493574615367,3.6635616461296463,0.5833333333333334,0.5833333333333334
40,Public,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Ile-de-France,formation non selec,Licence_Las,15.0,315.0,15,7.14,100.0,6.666666666666667,46.666666666666664,26.666666666666668,13.333333333333334,0,Public,Ile-de-France,2.772588722239781,5.755742213586912,1.0,1.0
41,Public,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Ile-de-France,formation non selec,Licence_Las,40.0,1185.0,36,25.0,77.78,11.11111111111111,19.444444444444443,13.88888888888889,0.0,0,Public,Ile-de-France,3.713572066704308,7.078341579557671,0.9,0.9
42,Public,Université Angers,Pays de la Loire,formation non selec,PASS,800.0,1790.0,883,15.61,70.1,13.929784824462061,26.274065685164214,24.80181200453001,24.122310305775766,0,Public,Province,6.68586094706836,7.490529402060711,1.10375,1.10375
43,Public,Lycée professionnel Pierre Latecoere,Provence Alpes Côte d'Azur,formation selective,Autre formation,12.0,18.0,9,75.0,11.11,33.333333333333336,22.22222222222222,0.0,0.0,1,Public,Province,2.5649493574615367,2.9444389791664403,0.75,0.75
44,Public,Université d'Amiens,Hauts-de-France,formation non selec,PASS,21.0,1996.0,21,10.53,76.19,9.523809523809524,52.38095238095238,23.80952380952381,4.761904761904762,0,Public,Province,3.091042453358316,7.599401333415815,1.0,1.0
45,Public,Université de Versailles - Saint Quentin en Yvelines,Ile-de-France,formation non selec,Licence,123.0,1150.0,113,32.97,42.48,26.548672566371682,27.43362831858407,14.15929203539823,1.7699115044247788,0,Public,Ile-de-France,4.820281565605037,7.048386408721883,0.9186991869918699,0.9186991869918699
46,Public,Université de Poitiers,Nouvelle-Aquitaine,formation non selec,Licence_Las,180.0,467.0,180,15.79,79.44,15.0,8.88888888888889,35.0,50.55555555555556,0,Public,Province,5.198497031265826,6.148468295917647,1.0,1.0
47,Public,Université de Brest,Bretagne,formation non selec,Licence,200.0,743.0,166,27.52,75.3,18.072289156626507,25.301204819277107,11.44578313253012,3.0120481927710845,0,Public,Province,5.303304908059076,6.612041034833092,0.83,0.83
48,Public,Aix Marseille Université - Site d'Aix-en-Provence,Provence Alpes Côte d'Azur,formation non selec,Licence_Las,32.0,926.0,32,15.79,71.88,9.375,21.875,3.125,3.125,0,Public,Province,3.4965075614664802,6.831953565565855,1.0,1.0
49,Public,Aix-Marseille Université - Site de Marseille Timone,Provence Alpes Côte d'Azur,formation non selec,PASS,16.0,4292.0,16,33.33,81.25,25.0,12.5,25.0,25.0,0,Public,Province,2.833213344056216,8.36474106822456,1.0,1.0
50,Privé enseignement supérieur,South Champagne Business School - Campus de Chaumont,Grand Est,formation selective,Ecole de Commerce,25.0,43.0,4,0.0,25.0,0.0,25.0,0.0,0.0,1,Privé,Province,3.258096538021482,3.784189633918261,0.16,0.16
51,Public,Ecole Universitaire de premier cycle - Campus d'Orsay Université de Paris-Saclay (Orsay),Ile-de-France,formation non selec,PASS,35.0,3189.0,35,14.71,62.86,14.285714285714286,11.428571428571429,40.0,37.142857142857146,0,Public,Ile-de-France,3.58351893845611,8.06777619577889,1.0,1.0
52,Public,Lycée Polyvalent Rosa Parks,Pays de la Loire,formation selective,BTS,12.0,47.0,11,20.0,0.0,18.181818181818183,36.36363636363637,18.181818181818183,0.0,1,Public,Province,2.5649493574615367,3.871201010907891,0.9166666666666666,0.9166666666666666
53,Privé sous contrat d'association,IET - Institut de l'environnement et des technologies,Auvergne-Rhône-Alpes,formation selective,BTS,25.0,19.0,7,0.0,42.86,0.0,14.285714285714286,0.0,0.0,1,Privé,Province,3.258096538021482,2.995732273553991,0.28,0.28
54,Privé hors contrat,ISEN Yncrea Ouest Caen,Normandie,formation selective,Ecole d'Ingénieur,24.0,1165.0,6,0.0,33.33,0.0,33.333333333333336,33.333333333333336,0.0,1,Privé,Province,3.2188758248682006,7.061334366910438,0.25,0.25
55,Privé enseignement supérieur,UniLaSalle Rennes,Bretagne,formation selective,Ecole d'Ingénieur,15.0,22.0,2,0.0,100.0,0.0,0.0,0.0,50.0,1,Privé,Province,2.772588722239781,3.1354942159291497,0.13333333333333333,0.13333333333333333
56,Public,Université Paris Nanterre,Ile-de-France,formation selective,Licence,60.0,314.0,60,18.18,71.67,13.333333333333334,30.0,25.0,8.333333333333334,1,Public,Ile-de-France,4.110873864173311,5.752572638825633,1.0,1.0
57,Privé sous contrat d'association,Lycée St J-B De La Salle,Grand Est,formation selective,Ecole d'Ingénieur,25.0,108.0,19,18.18,5.26,10.526315789473685,21.05263157894737,10.526315789473685,5.2631578947368425,1,Privé,Province,3.258096538021482,4.6913478822291435,0.76,0.76
58,Public,INALCO,Ile-de-France,formation non selec,Licence_Las,10.0,63.0,10,25.0,70.0,10.0,0.0,0.0,0.0,0,Public,Ile-de-France,2.3978952727983707,4.1588830833596715,1.0,1.0
59,Public,Université Savoie Mont Blanc - Bourget-du-Lac,Auvergne-Rhône-Alpes,formation non selec,Licence_Las,5.0,151.0,5,0.0,80.0,0.0,0.0,0.0,80.0,0,Public,Province,1.791759469228055,5.0238805208462765,1.0,1.0
60,Privé enseignement supérieur,Institut Catholique de Lyon,Auvergne-Rhône-Alpes,formation selective,Autre formation,48.0,162.0,44,2.63,63.64,2.272727272727273,40.90909090909091,27.272727272727273,11.363636363636363,1,Privé,Province,3.8918202981106265,5.093750200806762,0.9166666666666666,0.9166666666666666
61,Public,Lycée professionnel Emile Baudot,Grand Est,formation selective,BTS,18.0,15.0,17,31.25,41.18,29.41176470588235,47.05882352941177,23.529411764705884,0.0,1,Public,Province,2.9444389791664403,2.772588722239781,0.9444444444444444,0.9444444444444444
62,Public,Université Toulouse 3 Paul Sabatier,Occitanie,formation non selec,PASS,800.0,2574.0,793,18.77,70.37,17.276166456494327,14.754098360655737,33.16519546027743,41.10970996216898,0,Public,Province,6.68586094706836,7.853604813097837,0.99125,0.99125
63,Privé sous contrat d'association,Lycée Gregor Mendel,Ile-de-France,formation selective,BTS,24.0,65.0,21,20.0,66.67,14.285714285714286,57.142857142857146,4.761904761904762,0.0,1,Privé,Ile-de-France,3.2188758248682006,4.189654742026425,0.875,0.875
64,Public,Université Polytechnique Hauts-de-France,Hauts-de-France,formation non selec,Licence_Las,35.0,1088.0,35,42.31,74.29,31.428571428571427,28.571428571428573,11.428571428571429,5.714285714285714,0,Public,Province,3.58351893845611,6.9930151229329605,1.0,1.0
69,Privé sous contrat d'association,IFSI Sainte Marie,Provence Alpes Côte d'Azur,formation selective,IFSI,80.0,1095.0,79,16.28,92.41,8.860759493670885,18.9873417721519,24.050632911392405,5.063291139240507,1,Privé,Province,4.394449154672439,6.999422467507961,0.9875,0.9875
70,Public,Université de la Polynésie française,Polynésie française,formation non selec,Licence,40.0,48.0,18,25.0,66.67,16.666666666666668,5.555555555555555,22.22222222222222,0.0,0,Public,Outre-mer / Etranger,3.713572066704308,3.8918202981106265,0.45,0.45
71,Public,"Centre de Ressources, d'Expertise et de Performance Sportive de Montpellier (CREPS)",Occitanie,formation selective,Autre formation,12.0,24.0,11,25.0,9.09,18.181818181818183,18.181818181818183,0.0,0.0,1,Public,Province,2.5649493574615367,3.2188758248682006,0.9166666666666666,0.9166666666666666
72,Public,IFSI Campus des Métiers de la Santé - Val de Lys Artois,Hauts-de-France,formation selective,IFSI,103.0,4463.0,103,17.65,79.61,8.737864077669903,16.50485436893204,19.41747572815534,6.796116504854369,1,Public,Province,4.6443908991413725,8.403800504061147,1.0,1.0
73,Public,Lycée François Bazin,Grand Est,formation selective,BTS,24.0,34.0,19,35.29,21.05,31.57894736842105,36.8421052631579,5.2631578947368425,0.0,1,Public,Province,3.2188758248682006,3.5553480614894135,0.7916666666666666,0.7916666666666666
74,Public,IUT Reims-Châlons-Charleville site de Charleville,Grand Est,formation selective,DUT,55.0,129.0,55,31.11,47.27,25.454545454545453,29.09090909090909,7.2727272727272725,5.454545454545454,1,Public,Province,4.02535169073515,4.867534450455582,1.0,1.0
75,Privé enseignement supérieur,Facultés libres de l'ouest UCO - Angers,Pays de la Loire,formation non selec,Licence,170.0,966.0,162,10.69,74.69,8.641975308641975,35.80246913580247,20.37037037037037,7.407407407407407,0,Privé,Province,5.14166355650266,6.874198495453294,0.9529411764705882,0.9529411764705882
76,Privé sous contrat d'association,LGT privé Sacré-Coeur La Salle,Pays de la Loire,formation selective,BTS,35.0,56.0,33,9.68,42.42,9.090909090909092,33.333333333333336,30.303030303030305,0.0,1,Privé,Province,3.58351893845611,4.04305126783455,0.9428571428571428,0.9428571428571428
77,Public,Lycée agricole St Lô Thère,Normandie,formation selective,BTS,19.0,7.0,5,25.0,80.0,20.0,40.0,0.0,0.0,1,Public,Province,2.995732273553991,2.0794415416798357,0.2631578947368421,0.2631578947368421
78,Public,INSTITUT NATIONAL DES SCIENCES ET TECHNIQUES DE LA MER,Normandie,formation selective,Autre formation,13.0,18.0,15,0.0,60.0,0.0,20.0,40.0,26.666666666666668,1,Public,Province,2.6390573296152584,2.9444389791664403,1.1538461538461537,1.1538461538461537
79,Public,Lycée Hugues Libergier,Grand Est,formation selective,BTS,30.0,16.0,30,26.09,90.0,20.0,13.333333333333334,33.333333333333336,16.666666666666668,1,Public,Province,3.4339872044851463,2.833213344056216,1.0,1.0
80,Privé sous contrat d'association,Lycée St Michel,Grand Est,formation selective,BTS,24.0,43.0,23,50.0,17.39,34.78260869565217,17.391304347826086,8.695652173913043,0.0,1,Privé,Province,3.2188758248682006,3.784189633918261,0.9583333333333334,0.9583333333333334
81,Privé sous contrat d'association,Lycée d'AVESNIERES,Pays de la Loire,formation selective,BTS,35.0,127.0,35,4.35,77.14,2.857142857142857,31.428571428571427,20.0,0.0,1,Privé,Province,3.58351893845611,4.852030263919617,1.0,1.0
82,Public,Lycée Jean-Baptiste Colbert,Bretagne,formation selective,BTS,18.0,21.0,12,12.5,16.67,8.333333333333334,33.333333333333336,0.0,0.0,1,Public,Province,2.9444389791664403,3.091042453358316,0.6666666666666666,0.6666666666666666
83,Privé enseignement supérieur,Facultés libres de l'ouest - UCO - Bretagne Sud,Bretagne,formation non selec,Licence,60.0,218.0,25,27.78,36.0,20.0,24.0,12.0,8.0,0,Privé,Province,4.110873864173311,5.389071729816501,0.4166666666666667,0.4166666666666667
84,Public,Lycée agricole Metz-Courcelles-Chaussy,Grand Est,formation selective,BTS,20.0,80.0,17,13.33,41.18,11.764705882352942,41.1764705882353,0.0,0.0,1,Public,Province,3.044522437723423,4.394449154672439,0.85,0.85
85,Public,Lycée des Métiers Charles Jully,Grand Est,formation selective,BTS,15.0,32.0,14,7.14,7.14,7.142857142857143,35.714285714285715,14.285714285714286,7.142857142857143,1,Public,Province,2.772588722239781,3.4965075614664802,0.9333333333333333,0.9333333333333333
86,Public,I.U.T. Thionville-Yutz - Université de Lorraine,Grand Est,formation selective,DUT,22.0,29.0,21,27.78,71.43,23.80952380952381,52.38095238095238,28.571428571428573,4.761904761904762,1,Public,Province,3.1354942159291497,3.4011973816621555,0.9545454545454546,0.9545454545454546
87,Public,Lycée Paul Hazard,Hauts-de-France,formation selective,BTS,24.0,39.0,21,60.0,57.14,57.142857142857146,28.571428571428573,14.285714285714286,4.761904761904762,1,Public,Province,3.2188758248682006,3.6888794541139363,0.875,0.875
88,Public,Lycée Gustave Eiffel,Hauts-de-France,formation selective,BTS,30.0,22.0,30,34.78,36.67,26.666666666666668,16.666666666666668,6.666666666666667,0.0,1,Public,Province,3.4339872044851463,3.1354942159291497,1.0,1.0
89,Public,Lycée Henri Wallon,Hauts-de-France,formation selective,BTS,37.0,28.0,32,46.67,21.88,43.75,28.125,21.875,6.25,1,Public,Province,3.6375861597263857,3.367295829986474,0.8648648648648649,0.8648648648648649
90,Public,I.U.T. de Lille A,Hauts-de-France,formation selective,DUT,84.0,759.0,67,4.55,19.4,2.985074626865672,28.35820895522388,23.880597014925375,1.492537313432836,1,Public,Province,4.442651256490317,6.633318433280377,0.7976190476190477,0.7976190476190477
91,Public,I.U.T. de Lille A,Hauts-de-France,formation selective,DUT,173.0,332.0,171,38.85,60.82,35.67251461988304,34.50292397660819,40.35087719298246,10.526315789473685,1,Public,Province,5.159055299214529,5.808142489980444,0.9884393063583815,0.9884393063583815
92,Privé sous contrat d'association,Lycée Vauban,Hauts-de-France,formation selective,BTS,25.0,100.0,19,20.0,52.63,10.526315789473685,10.526315789473685,21.05263157894737,0.0,1,Privé,Province,3.258096538021482,4.61512051684126,0.76,0.76
93,Privé sous contrat d'association,Institut agricole de Genech,Hauts-de-France,formation selective,BTS,72.0,73.0,72,15.71,29.17,15.277777777777779,50.0,11.11111111111111,0.0,1,Privé,Province,4.290459441148391,4.30406509320417,1.0,1.0
94,Privé sous contrat d'association,Institut Saint Vincent De Paul,Hauts-de-France,formation selective,BTS,36.0,34.0,34,13.04,91.18,8.823529411764707,29.41176470588235,14.705882352941176,2.9411764705882355,1,Privé,Province,3.6109179126442243,3.5553480614894135,0.9444444444444444,0.9444444444444444
95,Privé sous contrat d'association,UniLaSalle Beauvais,Hauts-de-France,formation selective,Ecole d'Ingénieur,30.0,53.0,17,0.0,23.53,0.0,35.294117647058826,11.764705882352942,0.0,1,Privé,Province,3.4339872044851463,3.9889840465642745,0.5666666666666667,0.5666666666666667
96,Public,Lycée agricole Auguste Loutreuil,Normandie,formation selective,BTS,32.0,101.0,28,42.31,42.86,39.285714285714285,32.142857142857146,10.714285714285714,3.5714285714285716,1,Public,Province,3.4965075614664802,4.624972813284271,0.875,0.875
97,Public,Lycée Fernand Darchicourt,Hauts-de-France,formation selective,BTS,35.0,58.0,26,47.37,19.23,34.61538461538461,11.538461538461538,26.923076923076923,15.384615384615385,1,Public,Province,3.58351893845611,4.07753744390572,0.7428571428571429,0.7428571428571429
98,Public,Lycée Mariette,Hauts-de-France,formation selective,CPGE,48.0,131.0,21,19.05,85.71,19.047619047619047,23.80952380952381,47.61904761904762,23.80952380952381,1,Public,Province,3.8918202981106265,4.882801922586371,0.4375,0.4375
99,Privé sous contrat d'association,Lycée professionnel Agricole Sainte Marie,Hauts-de-France,formation selective,BTS,40.0,9.0,24,27.27,83.33,25.0,25.0,4.166666666666667,8.333333333333334,1,Privé,Province,3.713572066704308,2.302585092994046,0.6,0.6
100,Public,Université d'Artois - Site d'Arras,Hauts-de-France,formation non selec,Licence,28.0,119.0,25,57.89,44.0,44.0,32.0,12.0,8.0,0,Public,Province,3.367295829986474,4.787491742782046,0.8928571428571429,0.8928571428571429
101,Public,Université d'Artois - Site d'Arras,Hauts-de-France,formation non selec,Licence,45.0,168.0,44,45.16,61.36,31.818181818181817,20.454545454545453,13.636363636363637,9.090909090909092,0,Public,Province,3.828641396489095,5.1298987149230735,0.9777777777777777,0.9777777777777777
102,Public,Lycée Ambroise Brugiere,Auvergne-Rhône-Alpes,formation selective,BTS,35.0,69.0,33,33.33,54.55,27.272727272727273,30.303030303030305,6.0606060606060606,0.0,1,Public,Province,3.58351893845611,4.248495242049359,0.9428571428571428,0.9428571428571428
103,Privé sous contrat d'association,Institution Saint Alyre,Auvergne-Rhône-Alpes,formation selective,BTS,30.0,54.0,34,22.22,50.0,17.647058823529413,17.647058823529413,2.9411764705882355,0.0,1,Privé,Province,3.4339872044851463,4.007333185232471,1.1333333333333333,1.1333333333333333
104,Public,Université Clermont Auvergne,Auvergne-Rhône-Alpes,formation non selec,Licence,280.0,1731.0,270,31.38,51.11,21.85185185185185,19.25925925925926,7.037037037037037,2.5925925925925926,0,Public,Province,5.638354669333745,7.4570320891223805,0.9642857142857143,0.9642857142857143
105,Public,Ecole Nationale Supérieure d'Architecture de Clermont-Ferrand,Auvergne-Rhône-Alpes,formation selective,Autre formation,108.0,233.0,108,19.1,61.11,15.74074074074074,29.62962962962963,36.111111111111114,13.88888888888889,1,Public,Province,4.6913478822291435,5.455321115357702,1.0,1.0
106,Public,Université Clermont Auvergne,Auvergne-Rhône-Alpes,formation non selec,Licence,40.0,130.0,11,40.0,54.55,18.181818181818183,0.0,9.090909090909092,9.090909090909092,0,Public,Province,3.713572066704308,4.875197323201151,0.275,0.275
107,Public,Lycée Cantau,Nouvelle-Aquitaine,formation selective,BTS,30.0,52.0,28,15.38,3.57,14.285714285714286,35.714285714285715,39.285714285714285,3.5714285714285716,1,Public,Province,3.4339872044851463,3.970291913552122,0.9333333333333333,0.9333333333333333
108,Public,Université de Pau et des Pays de l'Adour,Nouvelle-Aquitaine,formation non selec,Licence,80.0,263.0,76,24.14,75.0,18.42105263157895,30.263157894736842,10.526315789473685,2.6315789473684212,0,Public,Province,4.394449154672439,5.575949103146316,0.95,0.95
109,Public,Lycée Jean Lurcat,Occitanie,formation selective,BTS,35.0,71.0,31,54.17,64.52,41.935483870967744,45.16129032258065,9.67741935483871,0.0,1,Public,Province,3.58351893845611,4.276666119016055,0.8857142857142857,0.8857142857142857
110,Public,LYCEE POLYVALENT CHRISTIAN BOURQUIN,Occitanie,formation selective,BTS,35.0,99.0,31,25.0,41.94,16.129032258064516,25.806451612903224,25.806451612903224,3.225806451612903,1,Public,Province,3.58351893845611,4.605170185988092,0.8857142857142857,0.8857142857142857
111,Public,Lycée Robert Schuman,Grand Est,formation selective,BTS,35.0,29.0,30,25.0,80.0,16.666666666666668,26.666666666666668,20.0,0.0,1,Public,Province,3.58351893845611,3.4011973816621555,0.8571428571428571,0.8571428571428571
112,Public,Lycée Fustel De Coulanges,Grand Est,formation selective,CPGE,48.0,536.0,46,11.63,78.26,10.869565217391305,0.0,8.695652173913043,84.78260869565217,1,Public,Province,3.8918202981106265,6.285998094508865,0.9583333333333334,0.9583333333333334
